Protein Index,Protein Index,Uniprot ID,slr,t,score,n,p,p.fdr,pBH,FC,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,qcovhsp,n_duplicates,Duplicate_uniprot_IDS,entry name,protein names,organism,lineage-id,database(KO),database(CAZy),EC
NODE_1697405_length_351_cov_0.864865_1,NODE_1697405_length_351_cov_0.864865_1,,0.563376403911583,10.873329951667198,2.1424971656616797e-06,1,2.1424971656616797e-06,2.6334860994591502e-05,2.6334860994591502e-05,10.930276666666698,,,,,,,,,,,,,,,,,,,,,
NODE_1701006_length_221_cov_1.156627_1,NODE_1701006_length_221_cov_1.156627_1,,-0.27788852992772306,-6.38604576612787,0.000140945880192639,1,0.000140945880192639,0.000561878846713901,0.000561878846713901,-5.01193,,,,,,,,,,,,,,,,,,,,,
NODE_1706799_length_303_cov_1.157258_1,NODE_1706799_length_303_cov_1.157258_1,,-0.0481400229692316,-1.0313155876595201,0.329920689722211,1,0.329920689722211,0.35520658200019,0.35520658200019,-0.9967666666666658,,,,,,,,,,,,,,,,,,,,,
NODE_1751628_length_343_cov_1.406250_1,NODE_1751628_length_343_cov_1.406250_1,,-0.169634442077118,-3.16081754455133,0.0118715579564592,1,0.0118715579564592,0.0174234308316193,0.0174234308316193,-3.1636866666666696,,,,,,,,,,,,,,,,,,,,,
NODE_1791979_length_354_cov_2.157191_1,NODE_1791979_length_354_cov_2.157191_1,,-0.32580052870571996,-5.5623933539640795,0.000381077611297435,1,0.000381077611297435,0.0011557341048545901,0.0011557341048545901,-5.95245666666667,,,,,,,,,,,,,,,,,,,,,
NODE_1798376_length_292_cov_1.113924_1,NODE_1798376_length_292_cov_1.113924_1,,-0.189370309846204,-3.819447865998,0.0042719525333466705,1,0.0042719525333466705,0.00763773331719557,0.00763773331719557,-3.34535333333333,,,,,,,,,,,,,,,,,,,,,
NODE_180867_length_260_cov_0.936585_1,NODE_180867_length_260_cov_0.936585_1,,0.0880784331199541,1.10594060754275,0.298087273276107,1,0.298087273276107,0.326898682589039,0.326898682589039,1.42626666666667,,,,,,,,,,,,,,,,,,,,,
NODE_1838901_length_288_cov_1.236052_1,NODE_1838901_length_288_cov_1.236052_1,,0.0989431681526988,2.20572387812189,0.0555063421830655,1,0.0555063421830655,0.0687998779159845,0.0687998779159845,1.7466733333333302,,,,,,,,,,,,,,,,,,,,,
NODE_185540_length_760_cov_2.272340_1,NODE_185540_length_760_cov_2.272340_1,,-0.178854213060451,-3.60583573026495,0.00591696400113837,1,0.00591696400113837,0.00975142111919452,0.00975142111919452,-3.08756,,,,,,,,,,,,,,,,,,,,,
NODE_1876737_length_210_cov_0.612903_1,NODE_1876737_length_210_cov_0.612903_1,,-0.23124755940757602,-4.94735013442478,0.0008505392485108071,1,0.0008505392485108071,0.00208734426000563,0.00208734426000563,-4.09,,,,,,,,,,,,,,,,,,,,,
NODE_187728_length_938_cov_2.772367_1,NODE_187728_length_938_cov_2.772367_1,,0.17162682785754402,3.29131528676465,0.009657167397582959,1,0.00965716739758297,0.014609560934805,0.014609560934805,2.88457666666667,,,,,,,,,,,,,,,,,,,,,
NODE_1880605_length_209_cov_1.805195_1,NODE_1880605_length_209_cov_1.805195_1,,-0.258294094679825,-3.3906343075044503,0.00826289714487643,1,0.00826289714487643,0.0128971145912092,0.0128971145912092,-4.83284,,,,,,,,,,,,,,,,,,,,,
NODE_1884746_length_282_cov_1.691630_1,NODE_1884746_length_282_cov_1.691630_1,,0.244648296050559,3.49194527520241,0.007055943901792171,1,0.007055943901792171,0.0111908787689714,0.0111908787689714,4.52048333333333,,,,,,,,,,,,,,,,,,,,,
NODE_1898847_length_281_cov_2.123894_1,NODE_1898847_length_281_cov_2.123894_1,,-0.0162419249554899,-0.322144834878719,0.7548688565970141,1,0.7548688565970141,0.778623470965451,0.778623470965451,-0.27616999999999997,,,,,,,,,,,,,,,,,,,,,
NODE_1946481_length_277_cov_1.292793_1,NODE_1946481_length_277_cov_1.292793_1,,0.136541276123477,2.92507733646393,0.0173052715116633,1,0.0173052715116633,0.0241945739144108,0.0241945739144108,2.45782,,,,,,,,,,,,,,,,,,,,,
NODE_2029857_length_306_cov_2.294821_1,NODE_2029857_length_306_cov_2.294821_1,,0.112682315882543,2.37587073384049,0.0421266741074976,1,0.0421266741074976,0.053798133600484,0.053798133600484,2.21339333333333,,,,,,,,,,,,,,,,,,,,,
NODE_2054766_length_267_cov_1.811321_1,NODE_2054766_length_267_cov_1.811321_1,,-0.20649385437943,-3.7934620751269703,0.00444321567070421,1,0.00444321567070421,0.00789607604131169,0.00789607604131169,-3.4884199999999996,,,,,,,,,,,,,,,,,,,,,
NODE_220923_length_248_cov_2.606218_1,NODE_220923_length_248_cov_2.606218_1,,0.0197237162238908,0.29001218800132206,0.778528701571725,1,0.778528701571725,0.8002298500475921,0.8002298500475921,0.20386000000000198,,,,,,,,,,,,,,,,,,,,,
NODE_2256013_length_252_cov_1.512690_1,NODE_2256013_length_252_cov_1.512690_1,,-0.19407610565466799,-4.16933913110629,0.00253920516823508,1,0.00253920516823508,0.0050272854001969704,0.0050272854001969704,-3.41461333333333,,,,,,,,,,,,,,,,,,,,,
NODE_2296796_length_249_cov_1.659794_1,NODE_2296796_length_249_cov_1.659794_1,,0.294812956851838,6.2162057416884995,0.000171794494030648,1,0.000171794494030648,0.000635333845879695,0.000635333845879695,5.27257333333333,,,,,,,,,,,,,,,,,,,,,
NODE_2349092_length_245_cov_2.652632_1,NODE_2349092_length_245_cov_2.652632_1,,0.37133087936501397,7.583333825293231,3.84394031274801e-05,1,3.843940312748e-05,0.000231420896379727,0.000231420896379727,7.01738,,,,,,,,,,,,,,,,,,,,,
NODE_2397391_length_242_cov_1.957219_1,NODE_2397391_length_242_cov_1.957219_1,,-0.24413165542919502,-5.59223819968837,0.000367010710884996,1,0.000367010710884996,0.00112779333032369,0.00112779333032369,-4.45520333333333,,,,,,,,,,,,,,,,,,,,,
NODE_2403256_length_242_cov_1.074866_1,NODE_2403256_length_242_cov_1.074866_1,,0.38874417389493304,8.57117249316519,1.47182647598262e-05,1,1.47182647598262e-05,0.00011133046420894199,0.00011133046420894199,7.28269,,,,,,,,,,,,,,,,,,,,,
NODE_2411494_length_241_cov_2.064516_1,NODE_2411494_length_241_cov_2.064516_1,,-0.17907454834658898,-1.80438247860237,0.10544197640181098,1,0.10544197640181098,0.12392582883878199,0.12392582883878199,-3.6582800000000004,,,,,,,,,,,,,,,,,,,,,
NODE_2466522_length_260_cov_1.404878_1,NODE_2466522_length_260_cov_1.404878_1,,0.17355043312208498,3.5042333005411397,0.00692266002141932,1,0.00692266002141932,0.0110388362503713,0.0110388362503713,3.0972299999999997,,,,,,,,,,,,,,,,,,,,,
NODE_254237_length_691_cov_1.176101_1,NODE_254237_length_691_cov_1.176101_1,,0.20778272165278897,4.71540696203886,0.0011676131646248,1,0.0011676131646248,0.00267012312840556,0.00267012312840556,3.5668166666666603,,,,,,,,,,,,,,,,,,,,,
NODE_25910_length_1502_cov_1.716655_1,NODE_25910_length_1502_cov_1.716655_1,,-0.258101434613089,-5.03852416098323,0.000752541704121566,1,0.000752541704121566,0.0019130168580116101,0.0019130168580116101,-4.98555,,,,,,,,,,,,,,,,,,,,,
NODE_2670112_length_243_cov_1.143617_1,NODE_2670112_length_243_cov_1.143617_1,,0.379263544740844,7.932812758984291,2.7080710649644398e-05,1,2.7080710649644398e-05,0.000185786270735933,0.000185786270735933,7.13041333333333,,,,,,,,,,,,,,,,,,,,,
NODE_2671834_length_253_cov_0.969697_1,NODE_2671834_length_253_cov_0.969697_1,,-0.0475952323728685,-1.05829782875224,0.318121588307878,1,0.318121588307878,0.3450215755545,0.3450215755545,-0.975856666666665,,,,,,,,,,,,,,,,,,,,,
NODE_269018_length_679_cov_1.200321_1,NODE_269018_length_679_cov_1.200321_1,,-0.258806882299663,-3.69992285716357,0.0051223418000702105,1,0.0051223418000702105,0.00873462908104458,0.00873462908104458,-4.77893666666666,,,,,,,,,,,,,,,,,,,,,
NODE_2709186_length_240_cov_1.037838_1,NODE_2709186_length_240_cov_1.037838_1,,0.270249730400772,6.00261184079962,0.0002214942826968,1,0.0002214942826968,0.000759776899948325,0.000759776899948325,4.95876333333333,,,,,,,,,,,,,,,,,,,,,
NODE_276952_length_424_cov_1.560976_1,NODE_276952_length_424_cov_1.560976_1,,0.378300656849714,7.66571269545315,3.53542603592661e-05,1,3.5354260359266204e-05,0.00022280240384227998,0.00022280240384227998,7.00494333333333,,,,,,,,,,,,,,,,,,,,,
NODE_283400_length_826_cov_1.923476_2,NODE_283400_length_826_cov_1.923476_2,,0.39409064513302206,8.503031863202981,1.56804144873849e-05,1,1.56804144873849e-05,0.000115643056844464,0.000115643056844464,7.54930666666667,,,,,,,,,,,,,,,,,,,,,
NODE_2876286_length_211_cov_3.282051_1,NODE_2876286_length_211_cov_3.282051_1,,-0.24230399915060502,-3.7379768838255503,0.004833683527370529,1,0.004833683527370529,0.008338810763592441,0.008338810763592441,-4.50981666666667,,,,,,,,,,,,,,,,,,,,,
NODE_2959812_length_220_cov_2.151515_1,NODE_2959812_length_220_cov_2.151515_1,,0.265167507356848,3.24653820717012,0.0103640509388458,1,0.0103640509388458,0.0155989542191812,0.0155989542191812,5.03398666666667,,,,,,,,,,,,,,,,,,,,,
NODE_304690_length_652_cov_1.197655_1,NODE_304690_length_652_cov_1.197655_1,,0.0200508022566532,0.447393981785663,0.665406768761817,1,0.665406768761817,0.6936218967658522,0.6936218967658522,0.43458333333333204,,,,,,,,,,,,,,,,,,,,,
NODE_3064788_length_212_cov_1.783439_1,NODE_3064788_length_212_cov_1.783439_1,,0.24907896598115803,5.73718071163049,0.00030626568293439,1,0.00030626568293439,0.0009714879189854301,0.0009714879189854301,4.58139,,,,,,,,,,,,,,,,,,,,,
NODE_3089906_length_219_cov_1.170732_1,NODE_3089906_length_219_cov_1.170732_1,,-0.144919749079501,-2.88452662197116,0.0184722339888166,1,0.0184722339888166,0.0253456233800041,0.0253456233800041,-2.5155333333333303,,,,,,,,,,,,,,,,,,,,,
NODE_331268_length_839_cov_2.011480_1,NODE_331268_length_839_cov_2.011480_1,,-0.219633184096527,-4.97784060156875,0.000816314159476706,1,0.000816314159476706,0.0020236359415599,0.0020236359415599,-3.82839666666667,,,,,,,,,,,,,,,,,,,,,
NODE_337615_length_630_cov_1.290435_1,NODE_337615_length_630_cov_1.290435_1,,-0.152358047103375,-3.08464310544824,0.0134020708466615,1,0.0134020708466615,0.0190602200440945,0.0190602200440945,-2.65583333333333,,,,,,,,,,,,,,,,,,,,,
NODE_349730_length_285_cov_1.130435_1,NODE_349730_length_285_cov_1.130435_1,,-0.10651980696879,-1.54835524688143,0.156729882956802,1,0.156729882956802,0.17851473155311398,0.17851473155311398,-1.8850933333333302,,,,,,,,,,,,,,,,,,,,,
NODE_350715_length_620_cov_1.373451_1,NODE_350715_length_620_cov_1.373451_1,,-0.35272374873049794,-7.661720458396469,3.54973321375836e-05,1,3.54973321375836e-05,0.00022280240384227998,0.00022280240384227998,-6.37461333333333,,,,,,,,,,,,,,,,,,,,,
NODE_37231_length_1132_cov_2.571959_1,NODE_37231_length_1132_cov_2.571959_1,,0.0537694611128066,0.6768033419864761,0.5159359803876261,1,0.5159359803876261,0.543575407908392,0.543575407908392,0.933720000000001,,,,,,,,,,,,,,,,,,,,,
NODE_383034_length_277_cov_1.729730_1,NODE_383034_length_277_cov_1.729730_1,,-0.146082338905979,-3.16901877398213,0.0117179486826976,1,0.0117179486826976,0.017283974306979002,0.017283974306979002,-2.52998666666667,,,,,,,,,,,,,,,,,,,,,
NODE_393508_length_275_cov_1.950000_1,NODE_393508_length_275_cov_1.950000_1,,-0.0550856907924523,-1.14953331450682,0.2806376745035061,1,0.2806376745035061,0.311233511197498,0.311233511197498,-0.960856666666665,,,,,,,,,,,,,,,,,,,,,
NODE_42591_length_1350_cov_2.210811_1,NODE_42591_length_1350_cov_2.210811_1,,-0.0343783683621576,-0.5262055352059269,0.611756154907379,1,0.611756154907379,0.642235109244401,0.642235109244401,-0.6254100000000021,,,,,,,,,,,,,,,,,,,,,
NODE_458458_length_362_cov_1.563518_1,NODE_458458_length_362_cov_1.563518_1,,-0.11366852126609402,-2.50974295425898,0.0338929525289889,2,0.0104844858168531,0.0157001183551861,0.0157001183551861,-1.92388833333333,,,,,,,,,,,,,,,,,,,,,
NODE_487654_length_355_cov_1.280000_1,NODE_487654_length_355_cov_1.280000_1,,-0.23086536062693,-5.07348857286907,0.000718258295189002,1,0.000718258295189002,0.0018424886702674398,0.0018424886702674398,-4.0845733333333305,,,,,,,,,,,,,,,,,,,,,
NODE_488812_length_256_cov_1.189055_1,NODE_488812_length_256_cov_1.189055_1,,-0.12043240420451,-1.9046757578876599,0.0899818679623489,1,0.0899818679623489,0.10617860419557199,0.10617860419557199,-2.20552333333333,,,,,,,,,,,,,,,,,,,,,
NODE_512822_length_349_cov_1.571429_2,NODE_512822_length_349_cov_1.571429_2,,-0.222746136405516,-5.0324045494314005,0.000758721940296132,1,0.000758721940296132,0.0019130168580116101,0.0019130168580116101,-3.93027333333333,,,,,,,,,,,,,,,,,,,,,
NODE_538958_length_527_cov_2.881356_1,NODE_538958_length_527_cov_2.881356_1,,0.307006480579357,6.53576946925421,0.000118729734143007,1,0.000118729734143007,0.00048789008263476794,0.00048789008263476794,5.59753333333333,,,,,,,,,,,,,,,,,,,,,
NODE_559800_length_682_cov_2.381180_1,NODE_559800_length_682_cov_2.381180_1,,0.0127235810591323,0.23378385121722894,0.820504052237377,1,0.820504052237377,0.8404468590625909,0.8404468590625909,0.22707333333333302,,,,,,,,,,,,,,,,,,,,,
NODE_592973_length_665_cov_2.459016_1,NODE_592973_length_665_cov_2.459016_1,,-0.242374108598436,-5.48179636243155,0.00042207701607115095,1,0.000422077016071152,0.0012327992053563302,0.0012327992053563302,-4.26160333333333,,,,,,,,,,,,,,,,,,,,,
NODE_594337_length_242_cov_1.026738_1,NODE_594337_length_242_cov_1.026738_1,,-0.263141917242863,-6.00467560804014,0.000220944938674115,1,0.000220944938674115,0.000759776899948325,0.000759776899948325,-4.7626433333333305,,,,,,,,,,,,,,,,,,,,,
NODE_603540_length_503_cov_3.180804_2,NODE_603540_length_503_cov_3.180804_2,,-0.22960660300005,-4.22281600370228,0.00234869873871971,1,0.00234869873871971,0.0047133750198797,0.0047133750198797,-4.2312366666666605,,,,,,,,,,,,,,,,,,,,,
NODE_624254_length_650_cov_2.759664_1,NODE_624254_length_650_cov_2.759664_1,,0.252049178551917,3.95121839391843,0.00350488242418293,1,0.00350488242418293,0.0065439260451516795,0.0065439260451516795,4.56793666666666,,,,,,,,,,,,,,,,,,,,,
NODE_633641_length_324_cov_2.122677_1,NODE_633641_length_324_cov_2.122677_1,,0.47152787501316895,10.3010502354357,3.34006665343227e-06,1,3.34006665343227e-06,3.39765400952593e-05,3.39765400952593e-05,8.75649666666667,,,,,,,,,,,,,,,,,,,,,
NODE_678356_length_232_cov_1.209040_1,NODE_678356_length_232_cov_1.209040_1,,-0.28905908068376696,-6.55413130133451,0.00011628005676241201,1,0.00011628005676241201,0.00048789008263476794,0.00048789008263476794,-5.19035,,,,,,,,,,,,,,,,,,,,,
NODE_721075_length_609_cov_1.658845_1,NODE_721075_length_609_cov_1.658845_1,,0.14129149515242498,3.18281114988322,0.0114642520778423,1,0.0114642520778423,0.0170803933858414,0.0170803933858414,2.51693,,,,,,,,,,,,,,,,,,,,,
NODE_746323_length_305_cov_1.152000_1,NODE_746323_length_305_cov_1.152000_1,,0.0496131916078368,1.13480223343345,0.28644106937864394,1,0.28644106937864394,0.316479833208614,0.316479833208614,0.934596666666668,,,,,,,,,,,,,,,,,,,,,
NODE_798729_length_579_cov_3.708015_1,NODE_798729_length_579_cov_3.708015_1,,0.301118449824063,6.91311440765705,7.79776378970836e-05,1,7.797763789708371e-05,0.000381224351056409,0.000381224351056409,5.28262666666667,,,,,,,,,,,,,,,,,,,,,
NODE_80236_length_318_cov_1.467681_1,NODE_80236_length_318_cov_1.467681_1,,-0.21019774874030198,-4.0154501806615,0.00318531210788116,1,0.00318531210788116,0.0060623682053222,0.0060623682053222,-3.63995333333333,,,,,,,,,,,,,,,,,,,,,
NODE_88139_length_928_cov_2.009164_1,NODE_88139_length_928_cov_2.009164_1,,0.0874232286041782,1.60525341018923,0.143690283814296,1,0.143690283814296,0.16622993617732298,0.16622993617732298,1.6285133333333301,,,,,,,,,,,,,,,,,,,,,
NODE_905332_length_281_cov_1.787611_1,NODE_905332_length_281_cov_1.787611_1,,-0.243122957361776,-4.868862975377099,0.000945972274074894,1,0.000945972274074894,0.0022873919741974898,0.0022873919741974898,-4.18383666666667,,,,,,,,,,,,,,,,,,,,,
NODE_102_length_38513_cov_17.481356_19,NODE_102_length_38513_cov_17.481356_19,R9J3L4,0.269026164452996,5.85262343943294,0.000265699435631479,27,1.7472808538567099e-43,5.15447851887731e-41,5.15447851887731e-41,4.943311481481481,tr|R9J3L4|R9J3L4_9FIRM,99.8,477.0,1.0,0.0,1.0,477.0,1.0,477.0,1.4999999999999993e-254,887.9,100.0,,,R9J3L4_9FIRM,Carbohydrate ABC transporter substrate-binding protein,Lachnospiraceae bacterium 28-4,397287,,,
NODE_1024163_length_269_cov_0.897196_1,NODE_1024163_length_269_cov_0.897196_1,A0A3A9C1V2,-0.0227739601480144,-0.45334907616304293,0.661276179797349,1,0.661276179797349,0.691760542695809,0.691760542695809,-0.353036666666668,tr|A0A3A9C1V2|A0A3A9C1V2_9BACT,86.5,89.0,12.0,0.0,1.0,89.0,201.0,289.0,2.2999999999999997e-34,154.1,100.0,,,A0A3A9C1V2_9BACT,LacI family transcriptional regulator,bacterium C-53,2320109,,,
NODE_1026_length_28395_cov_7.872336_5,NODE_1026_length_28395_cov_7.872336_5,A0A3A9DC66,0.244445579880686,5.46001495087965,0.000433962193687221,1,0.000433962193687221,0.00125508673664441,0.00125508673664441,4.20467333333333,tr|A0A3A9DC66|A0A3A9DC66_9BACT,98.5,857.0,11.0,1.0,1.0,855.0,1.0,857.0,0.0,1649.4,100.0,,,A0A3A9DC66_9BACT,Uncharacterized protein,bacterium D16-50,2320112,,,
NODE_42751_length_968_cov_2.711939_1,NODE_42751_length_968_cov_2.711939_1,A0A3A9DC66,0.205574566480287,3.63370942196262,0.0056688289824303895,1,0.0056688289824303895,0.00955602599895408,0.00955602599895408,3.70546666666667,tr|A0A3A9DC66|A0A3A9DC66_9BACT,88.7,159.0,18.0,0.0,1.0,159.0,641.0,799.0,2.0999999999999998e-78,301.2,100.0,,,A0A3A9DC66_9BACT,Uncharacterized protein,bacterium D16-50,2320112,,,
NODE_103_length_38258_cov_14.684711_2,NODE_103_length_38258_cov_14.684711_2,A0A4V1PUI8,0.19273929162751802,3.72590712980708,0.00492333102944501,3,7.247889017948051e-05,0.000381224351056409,0.000381224351056409,3.46421666666667,tr|A0A4V1PUI8|A0A4V1PUI8_9BACT,99.8,407.0,1.0,0.0,1.0,407.0,1.0,407.0,7.799999999999997e-215,755.7,100.0,2.0,"tr|A0A4V1PUI8|A0A4V1PUI8_9BACT, tr|R9JKP6|R9JKP6_9FIRM",A0A4V1PUI8_9BACT,Amino acid ABC transporter substrate-binding protein,bacterium 1XD8-92,2320884,,,
NODE_1031385_length_268_cov_1.352113_1,NODE_1031385_length_268_cov_1.352113_1,A0A3A9EW77,0.23925968343300802,4.79660831193702,0.00104409089363993,1,0.00104409089363993,0.0024252505009746397,0.0024252505009746397,4.26852666666667,tr|A0A3A9EW77|A0A3A9EW77_9BACT,75.0,88.0,22.0,0.0,1.0,88.0,185.0,272.0,5.2e-31,142.9,100.0,,,A0A3A9EW77_9BACT,SH3 domain-containing protein,bacterium 1XD8-76,2320115,,,
NODE_1047_length_8409_cov_4.561887_7,NODE_1047_length_8409_cov_4.561887_7,A0A3A9ECE0,0.11314776128045802,1.37221255067404,0.203978755263175,1,0.203978755263175,0.22967073588792603,0.22967073588792603,2.17526666666667,tr|A0A3A9ECE0|A0A3A9ECE0_9FIRM,82.6,501.0,86.0,1.0,41.0,540.0,43.0,543.0,3.4999999999999984e-255,890.2,92.6,,,A0A3A9ECE0_9FIRM,Uncharacterized protein,Ruminococcus sp. 1xD21-23,2320089,,,
NODE_1059_length_27807_cov_11.604713_11,NODE_1059_length_27807_cov_11.604713_11,A0A1Y4VXM2,0.0108388151503549,0.19578821043335798,0.8492250209711899,1,0.8492250209711899,0.86533786295626,0.86533786295626,0.17713000000000198,tr|A0A1Y4VXM2|A0A1Y4VXM2_9FIRM,96.1,337.0,13.0,0.0,1.0,337.0,1.0,337.0,9.399999999999997e-190,672.2,99.7,,,A0A1Y4VXM2_9FIRM,Leucyl aminopeptidase,Flavonifractor sp. An100,1965538,,,
NODE_10682_length_3411_cov_4.659714_2,NODE_10682_length_3411_cov_4.659714_2,A0A3A9BV26,0.14275535352396201,2.88730671787725,0.0183897104390217,1,0.0183897104390217,0.0253456233800041,0.0253456233800041,2.55114666666667,tr|A0A3A9BV26|A0A3A9BV26_9BACT,96.3,460.0,16.0,1.0,1.0,460.0,1.0,459.0,2.499999999999999e-246,860.5,100.0,,,A0A3A9BV26_9BACT,Sugar ABC transporter substrate-binding protein,bacterium D16-54,2320104,,,
